workout_frequency_week,avg_session_duration,avg_intensity,sleep_avg_7d,previous_injuries_count,age,experience_level,recovery_score_avg,injury_risk
4,82.8,7.011494252873564,7.1,0,27,2,81.44444444444444,1
4,76.8,6.898395721925134,6.6,2,58,2,78.66666666666666,1
4,103.2,8.869047619047619,7.1,1,38,3,83.44444444444444,1
3,84.0,10.0,8.1,2,59,2,94.0,1
4,79.2,6.8181818181818175,6.5,0,28,2,83.11111111111111,1
3,70.19999999999999,8.333333333333334,7.7,3,19,1,80.77777777777777,1
2,44.4,7.142857142857143,8.1,0,45,1,92.0,0
2,85.19999999999999,7.393617021276596,7.5,2,34,1,91.66666666666667,1
3,74.4,7.682926829268293,6.1,1,53,1,71.88888888888889,1
3,79.2,7.3224043715847,7.2,0,42,2,87.0,1
5,94.80000000000001,6.451612903225806,5.9,3,33,3,70.77777777777777,2
4,78.60000000000001,7.731958762886598,6.1,1,45,2,80.88888888888889,1
4,61.800000000000004,10.0,6.6,2,47,2,80.66666666666666,1
3,89.4,7.878787878787879,7.2,0,58,2,84.0,1
2,90.0,7.337278106508876,6.0,2,52,1,73.33333333333333,2
3,62.400000000000006,7.831325301204819,7.3,3,33,2,83.55555555555556,1
3,60.0,8.920454545454547,7.8,2,55,2,92.33333333333334,0
4,101.39999999999999,6.968085106382978,6.1,3,54,3,76.88888888888889,2
4,93.60000000000001,10.0,6.5,1,31,3,74.11111111111111,2
3,89.4,8.241206030150753,6.0,2,53,2,80.33333333333333,1
3,62.400000000000006,9.651162790697676,8.0,2,20,2,94.44444444444444,0
2,30.6,10.0,6.6,2,41,1,75.66666666666666,1
3,58.199999999999996,7.6608187134502925,7.8,0,21,1,86.33333333333334,0
4,90.6,8.434343434343434,6.1,3,48,3,79.88888888888889,2
4,74.4,8.938547486033519,8.0,3,30,2,92.44444444444444,1
3,80.4,7.712765957446809,6.0,0,35,2,73.33333333333333,1
3,86.39999999999999,7.083333333333334,7.2,1,39,2,80.0,1
4,67.2,8.24561403508772,8.1,0,53,2,87.0,1
2,81.60000000000001,8.023952095808383,7.8,1,34,1,90.33333333333334,1
3,89.4,7.878787878787879,7.5,2,58,2,85.66666666666667,1
4,89.4,7.396449704142012,6.7,3,51,2,80.22222222222223,1
2,85.19999999999999,9.821428571428571,8.2,1,32,1,87.55555555555554,1
3,84.0,10.0,6.0,0,59,2,82.33333333333333,1
3,62.400000000000006,8.074534161490682,7.7,0,42,1,83.77777777777777,1
4,112.8,7.02247191011236,7.3,0,39,3,84.55555555555556,1
3,54.0,7.085714285714285,6.0,2,33,1,76.33333333333333,1
4,83.39999999999999,7.298850574712644,8.5,3,31,2,85.22222222222223,1
4,61.800000000000004,7.309941520467836,8.4,1,30,2,96.66666666666666,1
2,57.0,8.333333333333334,8.5,2,25,1,92.22222222222223,0
3,67.2,9.329608938547485,7.7,2,25,1,91.77777777777777,1
4,60.6,7.663043478260869,6.3,2,56,2,75.0,1
2,76.8,6.684210526315789,7.4,1,43,1,84.11111111111111,1
3,78.60000000000001,8.010204081632653,6.6,0,57,2,82.66666666666666,1
3,62.400000000000006,9.651162790697676,7.7,0,20,2,92.77777777777777,0
4,78.0,9.096045197740112,6.3,1,59,2,80.0,1
2,33.6,8.010204081632653,6.0,2,35,1,80.33333333333333,1
2,78.60000000000001,8.342245989304812,6.0,3,43,1,83.33333333333333,1
4,61.800000000000004,7.826086956521739,7.9,2,31,2,90.88888888888889,1
4,81.60000000000001,8.172043010752688,6.1,1,29,2,78.88888888888889,1
5,112.2,8.64864864864865,7.7,0,36,3,81.77777777777777,1
4,94.2,8.362573099415204,6.6,2,58,3,79.66666666666666,2
2,50.4,8.633879781420765,7.7,2,35,1,90.77777777777777,0
2,30.6,6.684491978609626,8.5,3,23,1,87.22222222222223,0
4,69.6,7.037037037037037,6.1,2,49,2,71.88888888888889,1
2,83.39999999999999,8.048780487804878,6.5,2,37,1,74.11111111111111,1
3,52.2,7.514450867052023,8.0,2,40,1,89.44444444444444,0
4,80.4,8.69109947643979,8.5,0,48,2,88.22222222222223,1
5,103.2,6.185567010309279,7.7,0,59,3,83.77777777777777,1
2,30.0,8.98936170212766,7.2,2,20,1,88.0,0
3,55.2,10.0,6.5,1,39,1,85.11111111111111,1
2,58.199999999999996,9.82456140350877,7.7,2,51,1,86.77777777777777,0
4,93.0,8.58695652173913,8.0,3,40,3,92.44444444444444,1
4,67.8,9.269662921348315,6.0,2,55,2,73.33333333333333,1
3,61.800000000000004,7.5,6.5,0,37,2,83.11111111111111,1
3,79.2,9.440993788819876,6.5,2,21,2,74.11111111111111,1
3,67.8,7.461928934010152,6.0,0,28,2,71.33333333333333,1
5,91.2,8.135593220338983,8.5,2,57,3,86.22222222222223,1
3,49.199999999999996,8.682634730538922,7.1,2,23,1,88.44444444444444,0
4,87.6,8.603351955307263,7.8,3,48,2,91.33333333333334,1
3,61.800000000000004,7.419354838709678,6.5,3,25,2,77.11111111111111,1
4,106.2,7.164948453608248,8.2,3,53,3,95.55555555555554,1
3,67.8,6.34020618556701,7.6,1,59,2,90.22222222222223,1
3,66.60000000000001,7.4074074074074066,5.9,1,37,2,71.77777777777777,1
3,88.2,7.64367816091954,6.5,0,22,2,82.11111111111111,1
2,33.0,6.521739130434783,7.2,0,25,1,80.0,1
2,45.0,7.687861271676301,5.8,2,26,1,74.22222222222223,1
3,82.2,9.017341040462428,7.8,1,53,2,85.33333333333334,1
3,45.0,7.473684210526316,7.2,3,52,1,82.0,1
3,71.39999999999999,7.6020408163265305,7.2,1,48,2,88.0,1
4,105.6,8.700564971751412,6.5,0,24,3,83.11111111111111,1
5,100.19999999999999,9.880239520958083,6.8,1,43,3,87.77777777777777,1
4,103.2,8.869047619047619,8.4,3,38,3,90.66666666666666,1
3,46.2,9.277777777777779,7.2,2,55,1,78.0,1
2,67.8,9.166666666666666,6.1,3,27,1,82.88888888888889,1
3,36.0,9.010989010989011,6.2,0,18,1,75.44444444444444,1
5,110.4,7.0,6.1,3,33,3,71.88888888888889,2
2,74.4,6.615384615384615,6.6,1,54,1,86.66666666666666,1
5,92.4,8.452380952380953,7.7,2,54,3,86.77777777777777,1
3,59.4,7.191011235955056,6.4,2,36,1,81.55555555555556,1
3,81.0,8.214285714285714,8.3,2,20,2,88.11111111111111,1
4,105.0,9.76470588235294,7.5,2,27,3,81.66666666666667,1
2,78.0,7.72972972972973,6.1,0,40,1,73.88888888888889,1
4,69.0,7.552083333333334,7.9,1,33,2,89.88888888888889,1
4,70.8,8.397790055248619,8.0,0,45,2,82.44444444444444,1
2,46.2,7.929292929292929,7.2,3,47,1,88.0,0
2,51.0,8.47457627118644,7.2,2,33,1,81.0,1
3,74.4,8.385416666666666,7.7,3,43,1,80.77777777777777,1
3,67.8,6.722222222222223,7.8,3,25,1,83.33333333333334,1
2,48.0,7.865168539325843,6.5,1,38,1,74.11111111111111,1
4,79.2,6.8181818181818175,6.3,2,28,2,82.0,1
5,100.19999999999999,6.237113402061856,6.4,1,45,3,81.55555555555556,1
2,57.599999999999994,7.311827956989248,8.0,1,19,1,88.44444444444444,0
5,106.8,7.297297297297297,6.5,0,35,3,79.11111111111111,2
5,108.60000000000001,8.524590163934425,7.3,2,48,3,85.55555555555556,1
3,30.6,7.374301675977653,6.3,3,47,1,83.0,1
4,109.80000000000001,7.142857142857143,7.3,1,46,3,90.55555555555556,1
3,61.2,8.072916666666666,6.6,1,44,1,79.66666666666666,1
5,92.4,8.452380952380953,6.2,3,54,3,78.44444444444444,2
2,81.60000000000001,8.023952095808383,6.9,0,34,1,85.33333333333334,1
2,67.8,7.470588235294118,6.4,2,30,1,77.55555555555556,1
3,66.0,7.373737373737374,8.4,3,32,2,96.66666666666666,1
2,71.39999999999999,8.167539267015707,8.2,2,36,1,83.55555555555554,1
5,110.4,7.0,7.8,3,33,3,81.33333333333334,1
3,81.60000000000001,7.248677248677248,6.5,3,32,2,74.11111111111111,1
4,84.0,7.03125,6.3,2,44,2,81.0,1
2,57.599999999999994,8.26086956521739,7.1,0,57,1,78.44444444444444,1
3,74.4,8.461538461538462,7.5,0,57,2,90.66666666666667,1
3,76.2,8.040201005025127,7.7,0,20,2,86.77777777777777,1
5,104.4,7.582417582417582,8.0,3,38,3,88.44444444444444,1
3,58.199999999999996,7.471910112359551,8.2,1,24,1,85.55555555555554,1
3,77.4,8.290155440414507,7.9,2,18,2,81.88888888888889,1
4,69.0,9.261363636363637,6.0,0,26,2,79.33333333333333,1
3,82.8,6.721311475409836,7.7,0,22,1,89.77777777777777,1
2,42.599999999999994,7.4576271186440675,7.8,1,51,1,81.33333333333334,1
4,72.6,7.526315789473684,6.4,2,19,2,73.55555555555556,1
3,48.6,8.219895287958115,6.1,0,34,1,73.88888888888889,1
4,91.2,7.011494252873564,6.1,3,29,3,76.88888888888889,2
2,54.6,6.934673366834171,6.8,2,22,1,81.77777777777777,1
4,102.0,7.158469945355192,7.8,2,45,3,85.33333333333334,1
2,43.199999999999996,8.520408163265307,7.2,3,23,1,81.0,1
3,65.4,6.810810810810811,6.0,3,56,2,71.33333333333333,1
4,88.8,8.263157894736842,6.2,0,22,2,79.44444444444444,2
2,53.4,7.675675675675676,7.9,3,25,1,87.88888888888889,0
4,69.0,8.402366863905325,7.7,0,45,2,89.77777777777777,1
3,68.39999999999999,9.064327485380117,7.5,0,43,2,82.66666666666667,1
3,81.0,8.214285714285714,8.1,1,20,2,87.0,1
5,97.8,7.95031055900621,5.9,0,36,3,71.77777777777777,2
5,106.2,8.636363636363637,7.8,1,56,3,90.33333333333334,1
5,91.2,8.135593220338983,6.2,3,57,3,73.44444444444444,2
3,66.0,7.247191011235955,6.2,2,28,2,84.44444444444444,1
2,84.0,8.636363636363637,6.1,1,44,1,76.88888888888889,1
3,84.0,7.808988764044944,7.2,1,51,1,82.0,1
4,95.4,7.445652173913043,7.8,1,33,3,82.33333333333334,1
3,45.6,7.857142857142857,7.8,0,23,1,81.33333333333334,1
3,69.6,10.0,6.6,0,28,2,78.66666666666666,1
3,36.6,9.181286549707602,7.6,1,28,1,80.22222222222223,1
3,64.2,7.586206896551724,8.5,0,21,2,86.22222222222223,1
5,105.6,8.26086956521739,7.8,1,42,3,92.33333333333334,1
3,55.800000000000004,8.797814207650273,6.1,1,49,1,78.88888888888889,1
4,99.6,6.994535519125683,6.0,1,29,3,74.33333333333333,2
4,109.80000000000001,10.0,7.7,1,52,3,86.77777777777777,1
4,75.6,7.210526315789474,7.5,0,31,2,81.66666666666667,1
4,102.0,8.881987577639752,8.4,0,50,3,92.66666666666666,1
4,87.6,7.362637362637363,6.3,2,30,2,84.0,1
3,82.2,8.88888888888889,6.9,1,30,2,86.33333333333334,1
3,78.60000000000001,8.010204081632653,6.6,0,57,2,82.66666666666666,1
4,60.6,7.663043478260869,6.2,1,56,2,74.44444444444444,1
2,90.0,9.404761904761905,7.2,0,37,1,78.0,2
4,94.2,8.944099378881988,6.1,3,56,3,80.88888888888889,1
5,107.4,7.727272727272727,7.3,1,40,3,85.55555555555556,1
2,50.4,6.269430051813472,7.8,2,35,1,91.33333333333334,0
4,67.8,8.081395348837209,7.2,0,41,2,78.0,1
5,98.39999999999999,7.135135135135135,6.6,0,38,3,78.66666666666666,2
4,88.2,8.956043956043956,8.5,1,23,2,95.22222222222223,1
4,83.39999999999999,7.298850574712644,7.6,1,31,2,80.22222222222223,1
3,51.6,7.257142857142858,7.8,0,24,1,87.33333333333334,0
3,52.8,7.515527950310559,8.0,2,18,1,85.44444444444444,1
2,88.8,7.788944723618091,8.5,1,50,1,95.22222222222223,1
2,48.6,8.241206030150753,6.2,2,34,1,78.44444444444444,1
4,96.0,6.868131868131869,7.8,3,52,3,91.33333333333334,1
4,118.8,8.406593406593407,6.5,0,47,3,78.11111111111111,2
4,64.2,6.976744186046512,7.8,2,26,2,89.33333333333334,1
4,99.6,9.156626506024097,8.1,0,52,3,89.0,1
4,83.39999999999999,7.298850574712644,7.2,3,31,2,78.0,1
3,58.199999999999996,7.9381443298969065,6.3,3,54,1,83.0,1
4,118.8,9.485714285714286,6.1,1,43,3,83.88888888888889,1
2,49.199999999999996,7.272727272727273,8.4,0,43,1,86.66666666666666,0
3,68.39999999999999,7.4431818181818175,7.1,2,20,2,80.44444444444444,1
3,88.8,7.151162790697675,7.7,1,29,1,82.77777777777777,1
3,48.6,8.219895287958115,6.5,3,34,1,76.11111111111111,1
4,103.2,8.633540372670808,7.8,3,18,3,83.33333333333334,1
5,117.6,6.836734693877551,8.2,2,40,3,87.55555555555554,1
4,67.8,9.269662921348315,8.1,3,55,2,85.0,1
4,85.19999999999999,6.717948717948717,7.8,0,47,2,84.33333333333334,1
3,87.6,8.777777777777779,6.5,2,45,1,82.11111111111111,1
4,114.0,7.461928934010152,7.3,2,34,3,82.55555555555556,1
3,74.4,7.682926829268293,8.1,1,53,1,83.0,1
4,83.39999999999999,9.212121212121213,7.7,1,20,2,91.77777777777777,1
3,80.4,9.75609756097561,8.5,2,53,2,87.22222222222223,1
4,112.8,7.02247191011236,8.4,3,39,3,90.66666666666666,1
3,61.800000000000004,7.5,7.8,2,37,2,90.33333333333334,0
3,81.60000000000001,7.4603174603174605,6.2,2,52,1,83.44444444444444,1
4,108.0,9.503105590062113,7.8,3,27,3,84.33333333333334,1
2,57.599999999999994,7.311827956989248,8.1,3,19,1,89.0,0
3,75.6,9.030303030303031,7.3,1,41,1,87.55555555555556,1
3,82.2,7.759562841530054,7.7,0,42,1,80.77777777777777,1
3,32.400000000000006,9.759036144578314,5.9,0,55,1,76.77777777777777,1
3,70.19999999999999,8.813559322033898,6.5,2,26,2,75.11111111111111,1
5,119.4,7.210526315789474,7.8,1,56,3,92.33333333333334,1
3,36.0,9.010989010989011,8.0,3,18,1,85.44444444444444,1
4,108.60000000000001,7.936507936507936,7.2,2,31,3,85.0,1
4,60.6,8.253012048192772,7.8,0,52,2,84.33333333333334,1
4,87.6,8.603351955307263,7.2,3,48,2,88.0,1
4,72.6,7.888888888888888,6.4,1,38,2,76.55555555555556,1
3,75.6,9.378881987577639,8.0,2,21,1,94.44444444444444,1
2,49.8,8.223350253807107,7.7,2,19,1,80.77777777777777,1
2,54.6,7.754010695187166,6.4,1,20,1,75.55555555555556,1
3,80.4,8.713450292397662,7.1,1,53,2,80.44444444444444,1
2,30.6,6.684491978609626,8.4,1,23,1,86.66666666666666,0
5,91.2,8.135593220338983,7.1,0,57,3,78.44444444444444,2
3,90.0,7.647058823529411,7.3,1,43,2,79.55555555555556,1
3,61.800000000000004,9.875,6.6,1,49,2,74.66666666666666,1
5,112.8,7.142857142857143,7.1,1,50,3,88.44444444444444,1
4,88.8,7.951807228915663,8.2,1,22,2,87.55555555555554,1
4,78.0,7.45945945945946,8.3,0,36,2,85.11111111111111,1
2,72.0,7.417582417582418,8.4,2,50,1,85.66666666666666,1
3,72.0,6.161616161616161,7.7,2,29,2,82.77777777777777,1
4,74.4,8.938547486033519,6.6,1,30,2,84.66666666666666,1
2,76.8,6.684210526315789,7.8,2,43,1,86.33333333333334,1
3,58.199999999999996,7.471910112359551,6.1,2,24,1,73.88888888888889,1
3,36.6,7.752808988764045,6.2,1,19,1,76.44444444444444,1
2,67.8,9.166666666666666,8.1,1,27,1,94.0,1
4,88.8,8.263157894736842,6.1,0,22,2,78.88888888888889,2
2,47.400000000000006,10.0,6.0,2,41,1,79.33333333333333,1
4,84.6,6.581632653061225,7.3,0,44,2,86.55555555555556,1
3,88.2,7.142857142857143,6.0,0,45,2,76.33333333333333,1
5,112.8,7.688172043010752,6.6,1,29,3,82.66666666666666,1
4,91.2,6.9491525423728815,7.8,0,29,3,83.33333333333334,1
4,68.39999999999999,8.043478260869566,7.2,2,45,2,78.0,1
5,91.2,7.305699481865285,7.2,1,53,3,87.0,1
4,87.0,6.302083333333334,8.1,0,22,2,90.0,1
4,75.6,9.171270718232044,8.0,1,30,2,90.44444444444444,1
3,68.39999999999999,9.515151515151516,6.0,2,42,2,80.33333333333333,1
5,105.6,7.037037037037037,7.1,2,57,3,77.44444444444444,2
4,81.0,9.0,7.8,3,22,2,93.33333333333334,1
3,67.8,6.722222222222223,7.1,1,25,1,79.44444444444444,1
2,68.39999999999999,10.0,7.2,2,51,1,88.0,1
2,42.0,8.909090909090908,5.9,3,46,1,81.77777777777777,1
3,67.2,9.329608938547485,7.6,0,25,1,91.22222222222223,1
2,58.199999999999996,9.82456140350877,6.8,2,51,1,81.77777777777777,1
2,43.8,7.239583333333334,8.4,1,44,1,90.66666666666666,0
5,90.6,9.281437125748504,7.7,2,44,3,84.77777777777777,1
3,59.4,7.191011235955056,7.9,0,36,1,89.88888888888889,0
4,80.4,6.486486486486487,7.8,2,52,2,85.33333333333334,1
3,87.6,7.11764705882353,7.7,0,19,2,87.77777777777777,1
3,73.2,7.727272727272727,6.2,3,51,2,75.44444444444444,1
2,64.80000000000001,6.892655367231638,6.6,1,20,1,79.66666666666666,1
3,84.6,6.759776536312849,8.4,0,52,1,95.66666666666666,1
3,67.8,7.0879120879120885,7.7,2,26,1,84.77777777777777,1
5,112.2,6.275510204081632,8.5,1,53,3,95.22222222222223,1
2,83.39999999999999,8.88888888888889,7.8,2,57,1,82.33333333333334,1
5,112.2,7.3770491803278695,6.3,3,32,3,77.0,2
3,67.8,6.684782608695652,8.2,0,54,1,92.55555555555554,1
4,78.0,9.146341463414634,7.7,2,21,2,92.77777777777777,1
5,115.8,6.907216494845361,6.2,1,26,3,82.44444444444444,1
2,37.8,7.57396449704142,7.2,1,58,1,85.0,1
3,71.39999999999999,7.6020408163265305,8.0,3,48,2,92.44444444444444,1
3,77.4,8.290155440414507,7.3,3,18,2,78.55555555555556,1
2,87.0,7.777777777777778,5.9,2,29,1,74.77777777777777,2
4,78.60000000000001,6.914893617021277,5.9,2,29,2,72.77777777777777,1
3,84.0,7.526881720430108,8.1,1,33,2,86.0,1
4,67.8,8.42696629213483,6.1,1,34,2,77.88888888888889,1
4,64.80000000000001,9.82456140350877,6.0,3,29,2,83.33333333333333,1
4,69.6,8.909090909090908,7.8,3,46,2,93.33333333333334,1
5,97.8,7.95031055900621,7.7,2,36,3,81.77777777777777,1
4,82.8,9.349112426035504,7.2,2,36,2,81.0,1
2,47.400000000000006,9.580838323353294,7.2,0,20,1,79.0,1
4,96.60000000000001,6.345177664974619,8.4,0,46,3,85.66666666666666,1
4,74.4,8.938547486033519,8.1,1,30,2,93.0,1
3,88.8,8.258426966292134,7.2,1,47,2,88.0,1
2,42.599999999999994,7.4576271186440675,8.1,0,51,1,83.0,1
3,54.0,9.937888198757763,6.4,3,40,1,76.55555555555556,1
3,69.0,6.0606060606060606,7.7,3,26,2,85.77777777777777,1
3,74.4,8.385416666666666,7.1,2,43,1,77.44444444444444,1
2,81.60000000000001,6.7539267015706805,7.3,2,51,1,83.55555555555556,1
3,64.80000000000001,7.311827956989248,8.3,3,26,1,95.11111111111111,0
4,74.4,6.8181818181818175,8.1,3,50,2,91.0,1
3,69.6,8.372093023255815,6.0,1,22,2,76.33333333333333,1
2,70.19999999999999,7.17948717948718,8.1,0,54,1,93.0,1
4,80.4,6.486486486486487,6.0,1,52,2,75.33333333333333,1
3,65.4,6.810810810810811,6.6,0,56,2,74.66666666666666,1
5,115.8,7.258883248730964,8.4,3,40,3,85.66666666666666,1
3,85.19999999999999,6.717948717948717,6.0,0,54,2,76.33333333333333,1
3,67.8,8.121212121212121,7.8,3,57,1,89.33333333333334,1
3,73.8,6.914893617021277,7.4,2,19,1,82.11111111111111,1
2,53.4,7.675675675675676,7.1,0,25,1,83.44444444444444,1
3,89.4,8.241206030150753,7.2,0,53,2,87.0,1
4,77.4,8.633879781420765,6.0,1,49,2,74.33333333333333,1
3,61.800000000000004,9.314285714285713,6.8,1,43,1,81.77777777777777,1
4,88.8,7.225130890052355,7.2,1,52,2,82.0,1
3,36.6,9.181286549707602,8.5,2,28,1,85.22222222222223,1
2,66.60000000000001,6.596858638743456,7.3,3,18,1,83.55555555555556,1
2,36.6,7.816091954022989,7.7,0,40,1,91.77777777777777,0
4,63.0,8.695652173913043,8.0,0,58,2,93.44444444444444,1
2,84.6,8.615384615384617,7.6,2,18,1,80.22222222222223,1
3,69.0,8.324022346368714,7.8,1,23,2,89.33333333333334,1
4,72.0,8.284023668639053,7.2,2,19,2,88.0,1
3,78.60000000000001,9.754601226993865,7.1,0,40,2,86.44444444444444,1
3,40.800000000000004,6.43979057591623,8.5,3,29,1,96.22222222222223,0
5,118.2,8.306878306878307,7.2,3,26,3,80.0,2
2,70.19999999999999,7.664670658682635,6.1,3,39,1,71.88888888888889,1
2,82.2,7.4233128834355835,7.2,3,26,1,78.0,1
2,45.6,7.894736842105264,7.6,1,29,1,90.22222222222223,0
3,34.199999999999996,7.704918032786885,8.2,1,31,1,87.55555555555554,0
3,67.2,9.76878612716763,6.2,3,58,1,74.44444444444444,1
4,77.4,8.813559322033898,6.6,0,29,2,84.66666666666666,1
5,119.4,7.578947368421053,6.0,0,59,3,74.33333333333333,2
3,67.8,7.461928934010152,6.5,3,28,2,74.11111111111111,1
3,78.60000000000001,9.819277108433734,6.7,3,42,2,85.22222222222223,1
3,67.8,8.121212121212121,8.0,3,57,1,90.44444444444444,1
4,89.4,7.461139896373057,7.7,1,25,2,90.77777777777777,1
2,81.60000000000001,8.023952095808383,7.5,3,34,1,88.66666666666667,1
4,111.0,7.371428571428571,7.2,3,50,3,87.0,1
3,49.8,7.818181818181818,8.2,2,56,1,84.55555555555554,1
5,95.4,9.285714285714286,7.3,1,56,3,78.55555555555556,2
4,85.19999999999999,9.147727272727273,6.1,2,40,2,74.88888888888889,2
3,71.39999999999999,7.839506172839506,7.1,0,21,2,81.44444444444444,1
5,96.60000000000001,9.6875,7.7,3,30,3,86.77777777777777,1
4,101.39999999999999,8.722222222222221,6.0,2,56,3,81.33333333333333,1
3,67.8,8.121212121212121,7.7,3,57,1,88.77777777777777,1
3,81.0,9.176470588235293,7.1,0,25,2,85.44444444444444,1
3,67.2,9.329608938547485,7.1,2,25,1,88.44444444444444,1
4,103.2,6.79144385026738,6.1,0,31,3,77.88888888888889,2
2,44.4,7.142857142857143,6.5,1,45,1,83.11111111111111,1
2,38.4,6.735751295336787,6.0,1,34,1,72.33333333333333,1
5,114.6,6.881720430107528,7.4,3,22,3,87.11111111111111,1
3,46.2,10.0,8.3,3,55,1,91.11111111111111,0
3,81.60000000000001,8.91891891891892,6.5,3,52,2,81.11111111111111,1
3,44.4,7.471264367816092,7.7,0,48,1,83.77777777777777,1
4,72.6,7.888888888888888,7.2,3,38,2,81.0,1
2,59.4,8.934911242603551,6.6,1,43,1,82.66666666666666,1
3,52.2,7.514450867052023,7.3,1,40,1,85.55555555555556,1
5,108.0,7.701863354037267,6.1,3,31,3,71.88888888888889,2
5,91.2,7.914438502673797,6.1,1,38,3,79.88888888888889,2
4,61.800000000000004,8.434343434343434,7.2,3,38,2,88.0,1
2,37.8,7.57396449704142,7.8,2,58,1,88.33333333333334,0
3,73.2,9.254658385093167,6.5,1,41,2,74.11111111111111,1
2,45.0,7.687861271676301,8.4,2,26,1,88.66666666666666,0
3,68.39999999999999,7.4431818181818175,6.6,0,20,2,77.66666666666666,1
2,73.2,7.674418604651163,6.6,1,59,1,83.66666666666666,1
3,79.2,9.440993788819876,6.6,0,21,2,74.66666666666666,1
3,82.8,8.112244897959183,7.7,3,21,2,90.77777777777777,1
4,60.6,7.674418604651163,6.3,2,41,2,85.0,1
3,37.8,6.878306878306878,6.5,2,24,1,75.11111111111111,1
3,87.6,6.597938144329897,7.9,0,49,1,86.88888888888889,1
2,40.800000000000004,7.5,6.9,3,28,1,81.33333333333334,1
5,108.0,7.321428571428571,8.1,2,36,3,83.0,1
3,78.60000000000001,9.754601226993865,7.7,0,40,2,89.77777777777777,1
2,82.8,9.021739130434783,6.3,1,25,1,79.0,1
3,53.4,6.979166666666666,6.5,1,39,1,74.11111111111111,1
3,61.800000000000004,8.324324324324325,8.3,1,59,2,89.11111111111111,0
3,70.19999999999999,8.813559322033898,6.2,2,26,2,73.44444444444444,1
2,52.8,6.56084656084656,7.3,3,44,1,80.55555555555556,1
3,79.2,9.580838323353294,7.1,3,26,1,89.44444444444444,1
4,70.19999999999999,7.942857142857143,7.5,3,42,2,86.66666666666667,1
3,33.6,8.098159509202453,6.9,3,23,1,83.33333333333334,1
3,88.2,7.317073170731707,7.7,0,46,2,85.77777777777777,1
2,74.4,6.892655367231638,8.1,3,32,1,91.0,1
4,88.2,8.956043956043956,6.6,0,23,2,84.66666666666666,1
3,70.8,9.461077844311378,6.5,2,32,2,74.11111111111111,1
3,75.6,9.030303030303031,7.2,0,41,1,87.0,1
4,60.6,8.253012048192772,7.3,0,52,2,81.55555555555556,1
2,32.400000000000006,7.528735632183908,6.1,0,37,1,79.88888888888889,1
2,83.39999999999999,8.71951219512195,6.1,1,27,1,72.88888888888889,1
4,65.4,7.590361445783133,6.4,0,41,2,83.55555555555556,1
4,62.400000000000006,8.214285714285714,7.8,0,25,2,90.33333333333334,1
4,82.2,6.810810810810811,8.5,2,48,2,87.22222222222223,1
2,46.2,6.703296703296703,6.6,2,50,1,81.66666666666666,1
3,64.80000000000001,8.469945355191257,6.5,2,58,1,83.11111111111111,1
2,74.4,6.615384615384615,7.2,1,54,1,90.0,1
3,52.8,7.72972972972973,7.6,2,46,1,89.22222222222223,0
4,90.0,7.257142857142858,6.0,1,19,2,73.33333333333333,2
4,91.8,8.434343434343434,6.8,0,45,3,82.77777777777777,1
3,81.60000000000001,7.248677248677248,6.8,2,32,2,75.77777777777777,1
4,90.6,8.434343434343434,6.5,1,48,3,82.11111111111111,1
3,53.4,8.8125,7.2,0,25,1,86.0,1
3,40.2,6.666666666666666,6.3,0,25,1,82.0,1
2,49.199999999999996,7.76595744680851,7.2,1,41,1,82.0,1
3,61.800000000000004,6.666666666666666,6.3,2,18,1,83.0,1
3,73.8,7.094972067039106,6.1,3,53,2,82.88888888888889,1
3,76.2,7.740112994350282,7.2,1,30,1,82.0,1
4,70.8,8.397790055248619,6.5,2,45,2,74.11111111111111,1
4,83.39999999999999,7.298850574712644,7.7,3,31,2,80.77777777777777,1
3,72.0,8.160919540229886,6.8,1,25,1,86.77777777777777,1
3,63.0,8.352272727272727,6.5,1,19,1,84.11111111111111,1
4,87.0,6.302083333333334,6.2,0,22,2,79.44444444444444,2
3,54.0,7.085714285714285,6.2,0,33,1,77.44444444444444,1
2,56.4,7.176470588235294,8.2,0,18,1,94.55555555555554,0
4,89.4,6.302083333333334,6.5,0,37,2,74.11111111111111,2
2,88.8,8.351063829787234,7.8,2,54,1,88.33333333333334,1
2,83.39999999999999,8.71951219512195,7.9,0,27,1,82.88888888888889,1
4,84.0,8.306010928961749,6.1,3,33,2,71.88888888888889,1
4,90.0,7.257142857142858,7.6,3,19,2,82.22222222222223,1
4,70.8,8.271604938271604,6.5,2,34,2,82.11111111111111,1
5,108.0,8.950617283950617,8.5,0,57,3,89.22222222222223,1
3,76.2,7.740112994350282,6.2,0,30,1,76.44444444444444,1
4,70.8,8.397790055248619,8.1,1,45,2,83.0,1
3,67.8,6.34020618556701,6.6,0,59,2,84.66666666666666,1
5,109.80000000000001,8.571428571428571,7.2,2,46,3,86.0,1
3,71.39999999999999,7.839506172839506,7.3,0,21,2,82.55555555555556,1
2,40.800000000000004,7.5,6.0,2,28,1,76.33333333333333,1
4,84.0,7.03125,6.6,3,44,2,82.66666666666666,1
3,67.2,9.76878612716763,8.0,0,58,1,84.44444444444444,1
4,94.80000000000001,8.75,7.2,1,58,3,79.0,2
4,85.19999999999999,7.283236994219653,6.3,3,42,2,84.0,1
3,85.19999999999999,9.76878612716763,6.4,2,42,2,85.55555555555556,1
2,33.6,8.626373626373628,7.1,2,31,1,79.44444444444444,1
